  8.07157927114342e-01 -6.58917768461924e-01  8.60189271118283e-01 -8.88185297181534e+01 -2.61595364647231e+02 6.17713476608283e+04  8.60189271118283e-01 -8.88185297181534e+01 -2.61595364647231e+02 6.17713476608283e+04  8.60444874553440e-01 -8.89686950162083e+01 -2.61494559006579e+02 6.17928691836175e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  8.66509301813281e-01 -6.59163136405547e-01  8.75248468393395e-01 -8.39618448412317e+01 -2.56462636437037e+02 6.32898146026505e+04  8.75248468393395e-01 -8.39618448412317e+01 -2.56462636437037e+02 6.32898146026505e+04  8.75471775219021e-01 -8.40991831997233e+01 -2.56376034682924e+02 6.33089480255905e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  9.25102948391546e-01 -6.59769124401747e-01  8.89322593036711e-01 -7.95026531958427e+01 -2.51525308864336e+02 6.47185299047189e+04  8.89322593036711e-01 -7.95026531958427e+01 -2.51525308864336e+02 6.47185299047189e+04  8.89518095946680e-01 -7.96289479138020e+01 -2.51450671018322e+02 6.47355423538437e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  9.82990430249992e-01 -6.60728024820912e-01  9.02486322272581e-01 -7.54070627197179e+01 -2.46777951056059e+02 6.60631137008795e+04  9.02486322272581e-01 -7.54070627197179e+01 -2.46777951056059e+02 6.60631137008795e+04  9.02657755571737e-01 -7.55237331089892e+01 -2.46713494923732e+02 6.60782379223134e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.04022867603034e+00 -6.62017884915767e-01  9.14809120046390e-01 -7.16416098410311e+01 -2.42215240173192e+02 6.73289902334731e+04  9.14809120046390e-01 -7.16416098410311e+01 -2.42215240173192e+02 6.73289902334731e+04  9.14959610314301e-01 -7.17498052481455e+01 -2.42159529075463e+02 6.73424295502607e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.09687524828060e+00 -6.63611885889621e-01  9.26355911862774e-01 -6.81747956866962e+01 -2.37831280651408e+02 6.85214028701215e+04  9.26355911862774e-01 -6.81747956866962e+01 -2.37831280651408e+02 6.85214028701215e+04  9.26488097396346e-01 -6.82754612377642e+01 -2.37783141231269e+02 6.85333356460251e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.15298555828014e+00 -6.65482207626897e-01  9.37187063361597e-01 -6.49776817875239e+01 -2.33619613565420e+02 6.96453666020714e+04  9.37187063361597e-01 -6.49776817875239e+01 -2.33619613565420e+02 6.96453666020714e+04  9.37303187915965e-01 -6.50716053082580e+01 -2.33578075296700e+02 6.96559500497009e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.20861122937955e+00 -6.67601676501756e-01  9.47358324912143e-01 -6.20240459189119e+01 -2.29573404668121e+02 7.07056233333134e+04  9.47358324912143e-01 -6.20240459189119e+01 -2.29573404668121e+02 7.07056233333134e+04  9.47460310903923e-01 -6.21118921015288e+01 -2.29537655104261e+02 7.07149966667230e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.26379918319554e+00 -6.69944497943189e-01  9.56920893440167e-01 -5.92903247185131e+01 -2.25685644208898e+02 7.17066147757216e+04  9.56920893440167e-01 -5.92903247185131e+01 -2.25685644208898e+02 7.17066147757216e+04  9.57010399068838e-01 -5.93726604769977e+01 -2.25654995690942e+02 7.17149017790738e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.31859119773796e+00 -6.72486590269160e-01  9.65921590140704e-01 -5.67554531153737e+01 -2.21949311378230e+02 7.26524723539874e+04  9.65921590140704e-01 -5.67554531153737e+01 -2.21949311378230e+02 7.26524723539874e+04  9.66000054106311e-01 -5.68327667259875e+01 -2.21923176101409e+02 7.26597834635991e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.37302377484643e+00 -6.75205728933462e-01  9.74403117324716e-01 -5.44006578152815e+01 -2.18357496504296e+02 7.35470198180484e+04  9.74403117324716e-01 -5.44006578152815e+01 -2.18357496504296e+02 7.35470198180484e+04  9.74471794077594e-01 -5.44733735842147e+01 -2.18335367688455e+02 7.35534538158678e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.42712820484475e+00 -6.78081590388625e-01  9.82404357924384e-01 -5.22092361497067e+01 -2.14903486374183e+02 7.43937842284357e+04  9.82404357924384e-01 -5.22092361497067e+01 -2.14903486374183e+02 7.43937842284357e+04  9.82464345726817e-01 -5.22777257999091e+01 -2.14884923898484e+02 7.43994296333861e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.48093074928038e+00 -6.81095737492399e-01  9.89960690119729e-01 -5.01663376960705e+01 -2.11580820609757e+02 7.51960118958957e+04  9.89960690119729e-01 -5.01663376960705e+01 -2.11580820609757e+02 7.51960118958957e+04  9.90012953652783e-01 -5.02309293064135e+01 -2.11565439921967e+02 7.52009481234659e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.53445288604594e+00 -6.84231568954894e-01  9.97104298707799e-01 -4.82587580903129e+01 -2.08383326457347e+02 7.59566868386279e+04  9.97104298707799e-01 -4.82587580903129e+01 -2.08383326457347e+02 7.59566868386279e+04  9.97149687520685e-01 -4.83197431817541e+01 -2.08370789896542e+02 7.59609851830829e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.58771157836493e+00 -6.87474246532768e-01  1.00386447203809e+00 -4.64747496781274e+01 -2.05305137977469e+02 7.66785501233924e+04  1.00386447203809e+00 -4.64747496781274e+01 -2.05305137977469e+02 7.66785501233924e+04  1.00390373580176e+00 -4.65323888797163e+01 -2.05295147887819e+02 7.66822746031250e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.64071954165548e+00 -6.90810609055842e-01  1.01026787842327e+00 -4.48038507728649e+01 -2.02340704236982e+02 7.73641190485412e+04  1.01026787842327e+00 -4.48038507728649e+01 -2.02340704236982e+02 7.73641190485412e+04  1.01030167969811e+00 -4.48583783882257e+01 -2.02332997422829e+02 7.73673271440772e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.69348549115810e+00 -6.94229079547963e-01  1.01633881929590e+00 -4.32367335886074e+01 -1.99484789944690e+02 7.80157055391931e+04  1.01633881929590e+00 -4.32367335886074e+01 -1.99484789944690e+02 7.80157055391931e+04  1.01636774433829e+00 -4.32883613040155e+01 -1.99479133141178e+02 7.80184488450930e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.74601435928301e+00 -6.97719569752690e-01  1.02209945848995e+00 -4.17650699599617e+01 -1.96732471065995e+02 7.86354334012578e+04  1.02209945848995e+00 -4.17650699599617e+01 -1.96732471065995e+02 7.86354334012578e+04  1.02212402648769e+00 -4.18139898775674e+01 -1.96728657188296e+02 7.86377582071908e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.79830747550550e+00 -7.01273385097467e-01  1.02757002827161e+00 -4.03814134804109e+01 -1.94079127270484e+02 7.92252542606083e+04  1.02757002827161e+00 -4.03814134804109e+01 -1.94079127270484e+02 7.92252542606083e+04  1.02759069930149e+00 -4.04278006179323e+01 -1.94076972268118e+02 7.92272020727081e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.85036270382842e+00 -7.04883132213340e-01  1.03276901340992e+00 -3.90790965009579e+01 -1.91520432571738e+02 7.97869621253022e+04  1.03276901340992e+00 -3.90790965009579e+01 -1.91520432571738e+02 7.97869621253022e+04  1.03278619534093e+00 -3.91231108675871e+01 -1.91519772759650e+02 7.97885701360763e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.90217453396623e+00 -7.08542630651005e-01  1.03771331489951e+00 -3.78521404158714e+01 -1.89052345151862e+02 8.03222065775264e+04  1.03771331489951e+00 -3.78521404158714e+01 -1.89052345151862e+02 8.03222065775264e+04  1.03772736941516e+00 -3.78939287503896e+01 -1.89053034922283e+02 8.03235080906918e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.95373412284875e+00 -7.12246830369360e-01  1.04241839506007e+00 -3.66951777482233e+01 -1.86671097090751e+02 8.08325046427709e+04  1.04241839506007e+00 -3.66951777482233e+01 -1.86671097090751e+02 8.08325046427709e+04  1.04242964293729e+00 -3.67348749873170e+01 -1.86673006932801e+02 8.08335294581480e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.00502928351352e+00 -7.15991737109706e-01  1.04689840577302e+00 -3.56033846856343e+01 -1.84373184491091e+02 8.13192514115157e+04  1.04689840577302e+00 -3.56033846856343e+01 -1.84373184491091e+02 8.13192514115157e+04  1.04690713152886e+00 -3.56411152167020e+01 -1.84376199261462e+02 8.13200261743431e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.05604442037737e+00 -7.19774349548371e-01  1.05116630172673e+00 -3.45724228782945e+01 -1.82155358227331e+02 8.17837295208359e+04  1.05116630172673e+00 -3.45724228782945e+01 -1.82155358227331e+02 8.17837295208359e+04  1.05117275772637e+00 -3.46083016206199e+01 -1.82159375626558e+02 8.17842780394762e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.10676041676934e+00 -7.23592616982423e-01  1.05523394101107e+00 -3.35983894854472e+01 -1.80014615085758e+02 8.22271176712632e+04  1.05523394101107e+00 -3.35983894854472e+01 -1.80014615085758e+02 8.22271176712632e+04  1.05523835111946e+00 -3.36325228358661e+01 -1.80019544301203e+02 8.22274612073219e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.15715450188946e+00 -7.27445439440085e-01  1.05911217689708e+00 -3.26777746539355e+01 -1.77948187992252e+02 8.26504985323334e+04  1.05911217689708e+00 -3.26777746539355e+01 -1.77948187992252e+02 8.26504985323334e+04  1.05911473975543e+00 -3.27102613274151e+01 -1.77953948470254e+02 8.26506560680158e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.20720018564622e+00 -7.31332768022503e-01  1.06281094888695e+00 -3.18074258957546e+01 -1.75953531268140e+02 8.30548668691641e+04  1.06281094888695e+00 -3.18074258957546e+01 -1.75953531268140e+02 8.30548668691641e+04  1.06281184091209e+00 -3.18383576879800e+01 -1.75960051569270e+02 8.30548553592566e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.25686752110757e+00 -7.35255962205741e-01  1.06633939265743e+00 -3.09845194061541e+01 -1.74028289554706e+02 8.34411400031658e+04  1.06633939265743e+00 -3.09845194061541e+01 -1.74028289554706e+02 8.34411400031658e+04  1.06633877092117e+00 -3.10139819054403e+01 -1.74035506215810e+02 8.34409746259663e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.30612442590035e+00 -7.39218834170411e-01  1.06970601927152e+00 -3.02065398717856e+01 -1.72170219620326e+02 8.38101761196239e+04  1.06970601927152e+00 -3.02065398717856e+01 -1.72170219620326e+02 8.38101761196239e+04  1.06970402458234e+00 -3.02346131576198e+01 -1.72178075861770e+02 8.38098705593841e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.35494107981454e+00 -7.43230563029209e-01  1.07291909511074e+00 -2.94712746480874e+01 -1.70376982736969e+02 8.41628148929716e+04  1.07291909511074e+00 -2.94712746480874e+01 -1.70376982736969e+02 8.41628148929716e+04  1.07291585605763e+00 -2.94980340542522e+01 -1.70385426626649e+02 8.41623817338428e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.40330288153378e+00 -7.47313717035004e-01  1.07598756514556e+00 -2.87768407835878e+01 -1.68645589963392e+02 8.44999782426318e+04  1.07598756514556e+00 -2.87768407835878e+01 -1.68645589963392e+02 8.44999782426318e+04  1.07598320499811e+00 -2.88023579476978e+01 -1.68654571055773e+02 8.44994296765957e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.45124658797238e+00 -7.51526107018388e-01  1.07892339895659e+00 -2.81217987754510e+01 -1.66970935258149e+02 8.48229284197357e+04  1.07892339895659e+00 -2.81217987754510e+01 -1.66970935258149e+02 8.48229284197357e+04  1.07891805021161e+00 -2.81461436809210e+01 -1.66980397197895e+02 8.48222777834995e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.49895717117284e+00 -7.56018943697181e-01  1.08174752228980e+00 -2.75054952327969e+01 -1.65342011508406e+02 8.51339227766940e+04  1.08174752228980e+00 -2.75054952327969e+01 -1.65342011508406e+02 8.51339227766940e+04  1.08174136079405e+00 -2.75287414683486e+01 -1.65351874280702e+02 8.51331882034696e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.54701246303444e+00 -7.61181945781301e-01  1.08450403065207e+00 -2.69289153510167e+01 -1.63732720081013e+02 8.54377858457475e+04  1.08450403065207e+00 -2.69289153510167e+01 -1.63732720081013e+02 8.54377858457475e+04  1.08449735695460e+00 -2.69511547525233e+01 -1.63742837095080e+02 8.54369990195409e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.59691993006626e+00 -7.67946119976017e-01  1.08728912683432e+00 -2.63960855264620e+01 -1.62082913331611e+02 8.57451162811562e+04  1.08728912683432e+00 -2.63960855264620e+01 -1.62082913331611e+02 8.57451162811562e+04  1.08728254372496e+00 -2.64174637288906e+01 -1.62092976572480e+02 8.57443416079169e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.64823263102091e+00 -7.75607015765754e-01  1.09006004129439e+00 -2.58903686314483e+01 -1.60421722662472e+02 8.60511932062308e+04  1.09006004129439e+00 -2.58903686314483e+01 -1.60421722662472e+02 8.60511932062308e+04  1.09005305261422e+00 -2.59109818943513e+01 -1.60431967265990e+02 8.60503770988680e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.69805857157095e+00 -7.82050317906526e-01  1.09263765404494e+00 -2.53891712969999e+01 -1.58866806070162e+02 8.63361959335479e+04  1.09263765404494e+00 -2.53891712969999e+01 -1.58866806070162e+02 8.63361959335479e+04  1.09262969852758e+00 -2.54089657144224e+01 -1.58877527910676e+02 8.63352775187097e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.74608505635593e+00 -7.87108966490891e-01  1.09501898055417e+00 -2.48914837699622e+01 -1.57422765545011e+02 8.65997356845518e+04  1.09501898055417e+00 -2.48914837699622e+01 -1.57422765545011e+02 8.65997356845518e+04  1.09501044722014e+00 -2.49103915582440e+01 -1.57433787280726e+02 8.65987565229202e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.79379061505098e+00 -7.91599757908000e-01  1.09729899900476e+00 -2.44003599317799e+01 -1.56030303173354e+02 8.68522791921688e+04  1.09729899900476e+00 -2.44003599317799e+01 -1.56030303173354e+02 8.68522791921688e+04  1.09729007563958e+00 -2.44183778163853e+01 -1.56041530799119e+02 8.68512593264237e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  2.84173792758534e+00 -7.95847504414699e-01  1.09951322676067e+00 -2.39173718777522e+01 -1.54667229806802e+02 8.70977367962663e+04  1.09951322676067e+00 -2.39173718777522e+01 -1.54667229806802e+02 8.70977367962663e+04  1.09950402259499e+00 -2.39345247299699e+01 -1.54678602351992e+02 8.70966878645435e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
  1.32877884406498e-01 -5.03450908671908e-01  5.13323847176275e-01 -1.34874824447779e+02 -3.89625629583380e+02 3.00156100406094e+04  5.13323847176275e-01 -1.34874824447779e+02 -3.89625629583380e+02 3.00156100406094e+04  5.12635804648876e-01 -1.35419253912648e+02 -3.89891269318667e+02 2.99266840386773e+04 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0 1.00000000000000e+08 0  0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00014174847069552
