******************************************************************************
* DO NOT ALTER THIS FILE - IT CONTAINS DATA USED BY CLASS ROTOR67 and ROTOR37
*
* NOTE: THIS FILE MUST BE PRESENT WHEN USING THESE CLASSES
*******************************************************************************

ROTOR 37 FLOW DATA - STATION 1 (UPSTREAM) - mFLOW = 20.5114 kg/s (peak) & 19.36025 (stall) kg/s

101325      Pa  = PTref
288.15      K = TTref

** % Span **

97.0  94.0  90.0  85.0  80.0  75.0  70.0  65.0  58.0
51.0  44.0  37.0  30.0  25.0  20.0  15.0  10.0   5.0

** Radius **

25.4203  25.1765  24.8412  24.4450  24.0182  23.6220  23.2258  22.7990  22.2504  
21.6713  21.0922  20.5435  19.9644  19.5682  19.1414  18.7452  18.3490  17.9222

** PT1 / PTref **

0.9435   0.9762   0.9959   1.0020   1.0041   1.0048   1.0041   1.0034  1.0041
1.0048   1.0054   1.0054   1.0054   1.0054   1.0054   1.0054   1.0041  0.9864

** TT1 / TTref **

1.0008   1.0004   1.0004   1.0002   1.0000   1.0002   1.0006   1.0008   1.0004   
0.9996   0.9994   0.9990   0.9988   0.9988   0.9988   0.9987   0.9990   1.0004


ROTOR 67 FLOW DATA - STATION 1 (UPSTREAM) - mFLOW = 34.573 kg/s (peak)

101325 Pa = Pref
288.15 K = Tref


         RADIUS        P TOTAL/	       T TOTAL/	      P STATIC/	  FLOW ANGLE
   15.8902         1.6991         1.1716         1.1922           47.6
   14.6126         1.6889         1.1708         1.1500           50.2
   13.3299         1.6773         1.1641         1.1017           51.5

ROTOR 37 FLOW DATA - STATION 2 (DOWNSTREAM) - mFLOW = 0.92 choke (stall)

101325 Pa = Pref
288.15 K = Tref

PRESSURE

      2.05388      2.08857      2.09531      2.10354      2.11769      2.13007
      2.13565      2.13952      2.14408      2.16000      2.17381      2.17660
      2.15946      2.14088      2.13014      2.13844      2.17136      2.20102

      97.0000      94.0010      90.0020      85.0010      80.0010      75.0000
      70.0010      65.0010      58.0000      51.0000      44.0000      37.0000
      30.0000      24.9990      20.0010      15.0020      10.0010      5.00100

TEMPERATURE

      1.32758      1.32580      1.32140      1.31216      1.30356      1.29705
      1.29047      1.28672      1.28562      1.28674      1.28566      1.28198
      1.27382      1.26914      1.26438      1.26211      1.26480      1.27072

      97.0000      94.0010      90.0020      85.0010      80.0010      75.0000
      70.0010      65.0010      58.0000      51.0000      44.0000      37.0000
      30.0000      24.9990      20.0010      15.0020      10.0010      5.00100

RELATIVE MACH NUMBER

      0.781242 0.788199 0.804589 0.759849 0.739239
      30       50       70       90       95



ROTOR 37 FLOW DATA - STATION 2 (DOWNSTREAM) - mFLOW = 0.98 choke (peak)

101325 Pa = Pref
288.15 K = Tref

PRESSURE

      1.95925      1.99075      2.01007      2.03156      2.03966      2.05020
      2.05497      2.06395      2.08714      2.11728      2.13524      2.14517
      2.13333      2.11810      2.10735      2.10367      2.10816      2.11878

      97.0000      94.0010      90.0020      84.9990      80.0010      75.0000
      70.0010      65.0010      58.0000      51.0000      44.0000      37.0000
      30.0000      24.9990      20.0010      15.0020      10.0010      5.00100

TEMPERATURE

      1.28355      1.28421      1.27750      1.27356      1.26368      1.26288
      1.26115      1.26079      1.26495      1.26906      1.27077      1.27162
      1.26363      1.25877      1.25611      1.25505      1.25364      1.25594

      97.0000      94.0010      90.0020      84.9990      80.0010      75.0000
      70.0010      65.0010      58.0000      51.0000      44.0000      37.0000
      30.0000      24.9990      20.0010      15.0020      10.0010      5.00100

RELATIVE MACH NUMBER

      0.849834 0.867984 0.899273 0.904176 0.881790
      30       50       70       90       95
