  1.0024420349e-01 -4.1600340296e-04 1.1615812700e+00 7.6985764992e+01 -6.9298376456e-03 1.0010381249e+05 1.9374179735e+01 4.8773382718e+05  7.6500000000e-01  2.3500000000e-01  -4.9611386451e-01 8.0461956519e-02  -6.8846217546e-04 -1.5016684473e-01 -2.1120464276e-04 8.9966681822e-04  -1.0031556476e+00 1.6269625156e-01  -1.5004843156e+01 -3.7522799436e-01 -1.5003650613e+01 -1.5000874834e+01 2.9911016656e+02 2.2174182566e-01 1.8465831617e-05 4.6141323499e-05 2.5637281162e-02 7.2829661501e-01 1.0000000000e+00 1.3730669337e+00 1.0000000000e+00 1.3730669337e+00 2.2296109543e-03  5.3169626007e+02 1.6693874944e+01  3.7909997295e+00
  1.0035284700e-01 -4.1600340296e-04 1.1615781739e+00 7.6976609982e+01 -6.2896691163e-03 1.0010412601e+05 1.8167280064e+01 4.6282070590e+05  7.6500000000e-01  2.3500000000e-01  -2.9785923552e-01 3.8146851735e-02  -6.9220294562e-04 -1.4928370279e-01 -2.8104728229e-04 9.7325022791e-04  -5.9515704787e-01 7.6221801969e-02  -1.4070186515e+01 -3.6861003244e-01 -1.4069171293e+01 -1.4066074192e+01 2.9911190063e+02 2.2171585232e-01 1.8465914539e-05 4.5595877045e-05 2.5637399859e-02 7.2829657447e-01 1.0000000000e+00 1.3730670101e+00 1.0000000000e+00 1.3730670101e+00 2.2441102185e-03  5.3472201415e+02 1.6667134603e+01  3.7879673337e+00
  1.0049772170e-01 -4.1600340296e-04 1.1615793201e+00 7.6963391374e+01 -9.6689276027e-03 1.0010460325e+05 1.6953062934e+01 4.3697066440e+05  7.6500000000e-01  2.3500000000e-01  -3.9819197550e-01 5.8133976111e-03  -2.8153939861e-04 -1.4840286051e-01 -7.0606768403e-04 9.8760708264e-04  -7.8637720598e-01 1.1480701903e-02  -1.3128905298e+01 -3.6217205964e-01 -1.3129941345e+01 -1.3125807990e+01 2.9911303145e+02 2.2167840414e-01 1.8465968614e-05 4.5065559135e-05 2.5637477263e-02 7.2829654804e-01 1.0000000000e+00 1.3730670600e+00 1.0000000000e+00 1.3730670600e+00 2.2713996908e-03  5.4044050198e+02 1.6618964071e+01  3.7824876082e+00
  1.0071497869e-01 -4.1600340296e-04 1.1615885382e+00 7.6950653391e+01 -2.9310475354e-03 1.0010664605e+05 1.5162151626e+01 3.9930247561e+05  7.6500000000e-01  2.3500000000e-01  -3.0598873667e-01 -1.2163879993e-01  6.0048900995e-04 -1.4688151568e-01 -1.3099043497e-03 7.0941533974e-04  -5.9143359931e-01 -2.3511085421e-01  -1.1740020062e+01 -3.5083426889e-01 -1.1744583138e+01 -1.1739759886e+01 2.9911676163e+02 2.2164187443e-01 1.8466146989e-05 4.4107368772e-05 2.5637732591e-02 7.2829646085e-01 1.0000000000e+00 1.3730672244e+00 1.0000000000e+00 1.3730672244e+00 2.3286743435e-03  5.5251245965e+02 1.6525966846e+01  3.7718746826e+00
  1.0100461799e-01 -4.1600340296e-04 1.1615883583e+00 7.6936079116e+01 6.5670430305e-03 1.0010744852e+05 1.3483496604e+01 3.6252116386e+05  7.6500000000e-01  2.3500000000e-01  -8.7334828281e-01 -1.9820791445e-01  6.0988270949e-03 -1.4623676642e-01 -4.4102245154e-03 -1.6886025796e-03  -1.6534668989e+00 -3.7525719361e-01  -1.0427246282e+01 -3.4213614196e-01 -1.0451833303e+01 -1.0445465785e+01 2.9911920572e+02 2.2160043522e-01 1.8466263862e-05 4.3203747109e-05 2.5637899887e-02 7.2829640373e-01 1.0000000000e+00 1.3730673320e+00 1.0000000000e+00 1.3730673320e+00 2.4332667268e-03  5.7453128272e+02 1.6366421516e+01  3.7536235605e+00
  1.0143854744e-01 -4.1600340296e-04 1.1617539063e+00 7.7022692250e+01 1.0171740948e-01 1.0012932100e+05 1.1291838648e+01 3.1442205506e+05  7.6500000000e-01  2.3500000000e-01  -1.3159868327e-01 -4.6138783281e-01  1.4455637499e-02 -1.4399079990e-01 -6.2001422695e-03 -8.2554952293e-03  -2.4059029149e-01 -8.4351477101e-01  -8.7128997714e+00 -3.2530891056e-01 -8.7595660113e+00 -8.7642095346e+00 2.9914192697e+02 2.2184360538e-01 1.8467350348e-05 4.1722065763e-05 2.5639455102e-02 7.2829587295e-01 1.0000000000e+00 1.3730683327e+00 1.0000000000e+00 1.3730683327e+00 2.6421484469e-03  6.1910233133e+02 1.6117789266e+01  3.7247373314e+00
  1.0201676707e-01 -4.1600340296e-04 1.1615752500e+00 7.7246000844e+01 1.0818931064e-01 1.0010837873e+05 9.4615683751e+00 2.7110033757e+05  7.6500000000e-01  2.3500000000e-01  2.0597421200e+00 -1.5932973101e-01  9.8060381419e-03 -1.4126241676e-01 -2.4645336628e-03 -7.3415044791e-03  3.6590882599e+00 -2.8304589324e-01  -7.3053552090e+00 -3.1011380298e-01 -7.3322928317e+00 -7.3429992602e+00 2.9912536074e+02 2.2249451103e-01 1.8466558187e-05 4.0539690024e-05 2.5638321189e-02 7.2829625990e-01 1.0000000000e+00 1.3730676032e+00 1.0000000000e+00 1.3730676032e+00 2.9964777779e-03  6.9465184655e+02 1.5777450354e+01  3.6854856287e+00
  1.0288137275e-01 -4.1600340296e-04 1.1606752456e+00 7.7120206995e+01 -8.3901514310e-02 9.9999474734e+04 7.3636774221e+00 2.2176482350e+05  7.6500000000e-01  2.3500000000e-01  4.8195588279e-01 1.1539190427e-01  -1.0963894309e-02 -1.4122010149e-01 4.0954372305e-03 6.8684570787e-03  8.1415375866e-01 1.9492811674e-01  -5.7207795009e+00 -2.9480088819e-01 -5.6893427276e+00 -5.6835539716e+00 2.9903164776e+02 2.2216850069e-01 1.8462076654e-05 3.8540098314e-05 2.5631906242e-02 7.2829845322e-01 1.0000000000e+00 1.3730634681e+00 1.0000000000e+00 1.3730634681e+00 3.6350843956e-03  8.2443781146e+02 1.5105573974e+01  3.6075573644e+00
  1.0403236448e-01 -4.1600340296e-04 1.1613860082e+00 7.6532594935e+01 -1.1512221234e-01 1.0008032296e+05 5.7934535722e+00 1.8096167584e+05  7.6500000000e-01  2.3500000000e-01  0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 2.9909025694e+02 2.2045568332e-01 1.8464879533e-05 3.7181551765e-05 2.5635918332e-02 7.2829708062e-01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.6012490618e-03  1.0123712860e+03 1.4211652124e+01  3.4981141722e+00
  9.9993235750e-02 -1.3866780099e-04 1.1722642344e+00 7.3226739111e+01 0.0000000000e+00 1.0130762829e+05 2.2228402419e+01 4.4965794084e+05  7.6500000000e-01  2.3500000000e-01  0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 2.9994856636e+02 2.1061917260e-01 1.8505897524e-05 5.7949740852e-05 2.5694632600e-02 7.2827731355e-01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.9388733153e-03  4.5171611838e+02 1.5857221736e+01  3.6779074121e+00
  9.9997745250e-02 -1.3866780099e-04 1.1722642344e+00 7.3226739111e+01 0.0000000000e+00 1.0130762829e+05 2.2228402419e+01 4.4965794084e+05  7.6500000000e-01  2.3500000000e-01  0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00  0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 2.9994856636e+02 2.1061917260e-01 1.8505897524e-05 5.7949740852e-05 2.5694632600e-02 7.2827731355e-01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.9388628269e-03  4.5171394148e+02 1.5857240459e+01  3.6779095834e+00
  1.0000225475e-01 -1.3866780099e-04 1.1592825288e+00 7.6008477601e+01 2.3596854856e-02 9.9860144163e+04 2.2286888615e+01 4.4965794084e+05  7.6500000000e-01  2.3500000000e-01  2.3145323699e+03 -3.7208853834e+00  8.0104223572e+00 7.0426196210e-03 -4.0026902594e+00 -4.0077320978e+00  5.8300463939e+03 -9.3724912619e+00  7.7097259764e+00 2.1921753786e-02 -2.9683816648e+01 -2.9699510515e+01 2.9897374747e+02 2.1897413756e-01 1.8459307426e-05 5.7458788663e-05 2.5627942324e-02 7.2829981211e-01 1.0000000000e+00 1.3730609062e+00 1.0000000000e+00 1.3730609062e+00 1.9388628269e-03  4.6340127990e+02 1.6790428706e+01  3.8057146541e+00
  1.0000676425e-01 -1.3866780099e-04 1.1613171095e+00 7.6039512262e+01 2.6228274185e-02 1.0009471130e+05 2.2257735596e+01 4.4837590638e+05  7.6500000000e-01  2.3500000000e-01  -4.1778561819e+02 1.2920995016e+00  1.2711580834e-01 3.3260819902e-02 -6.0800276914e-02 -6.6315531426e-02  -1.0553425290e+03 3.2638930023e+00  -1.6835390365e+01 1.0382637511e-01 -1.7421985825e+01 -1.7439202144e+01 2.9915100349e+02 2.1899904632e-01 1.8467784359e-05 5.7648702347e-05 2.5640076354e-02 7.2829566104e-01 1.0000000000e+00 1.3730687322e+00 1.0000000000e+00 1.3730687322e+00 1.9388733153e-03  4.6410718463e+02 1.6827378448e+01  3.8065610047e+00
  1.0001353312e-01 -1.3866780099e-04 1.1613576299e+00 7.6140074735e+01 2.3500780081e-02 1.0009359842e+05 2.2170412184e+01 4.4623757970e+05  7.6500000000e-01  2.3500000000e-01  1.9150909830e+01 1.6188694203e+00  1.4823211027e-01 3.3320880606e-02 -7.1660015055e-02 -7.6572095218e-02  4.8420481287e+01 4.0930920342e+00  -1.6702040328e+01 1.0410959479e-01 -1.7389083396e+01 -1.7404430970e+01 2.9913724005e+02 2.1929375949e-01 1.8467126232e-05 5.7699706430e-05 2.5639134298e-02 7.2829598240e-01 1.0000000000e+00 1.3730681264e+00 1.0000000000e+00 1.3730681264e+00 1.9389087454e-03  4.6469091985e+02 1.6867327372e+01  3.8110103210e+00
  1.0002256137e-01 -1.3866780099e-04 1.1613951883e+00 7.6143028076e+01 2.0726118087e-02 1.0009688152e+05 2.2074018547e+01 4.4421296796e+05  7.6500000000e-01  2.3500000000e-01  -1.0933440777e+00 1.4659983134e+00  9.1446798266e-03 3.2501950477e-02 -2.3993309104e-03 -6.7453489161e-03  -2.7649862744e+00 3.7074012634e+00  -1.7062527465e+01 1.0157343610e-01 -1.7098604218e+01 -1.7112186171e+01 2.9913737772e+02 2.1930229478e-01 1.8467132815e-05 5.7712540551e-05 2.5639143721e-02 7.2829597919e-01 1.0000000000e+00 1.3730681324e+00 1.0000000000e+00 1.3730681324e+00 1.9389927780e-03  4.6473817462e+02 1.6868762271e+01  3.8111107930e+00
  1.0003611259e-01 -1.3866780099e-04 1.1613951249e+00 7.6147420041e+01 1.6481976163e-02 1.0009707458e+05 2.1904533470e+01 4.4061946409e+05  7.6500000000e-01  2.3500000000e-01  -5.3049248666e-01 1.4677349455e+00  6.3836883269e-03 3.1506849002e-02 -1.4622513697e-03 -4.9214369573e-03  -1.3421307317e+00 3.7133271928e+00  -1.6939920701e+01 9.8504293489e-02 -1.6964450566e+01 -1.6975265504e+01 2.9913797099e+02 2.1931486879e-01 1.8467161184e-05 5.7736483425e-05 2.5639184329e-02 7.2829596533e-01 1.0000000000e+00 1.3730681586e+00 1.0000000000e+00 1.3730681586e+00 1.9391977973e-03  4.6480519225e+02 1.6870112800e+01  3.8112634517e+00
  1.0005418679e-01 -1.3866780099e-04 1.1613926803e+00 7.6150489323e+01 1.2757257828e-02 1.0009688030e+05 2.1716920614e+01 4.3726020891e+05  7.6500000000e-01  2.3500000000e-01  -3.9174426818e-01 1.4559708010e+00  4.3430675184e-03 3.0486817449e-02 -8.1407691688e-04 -3.5289906016e-03  -9.9015964025e-01 3.6800628410e+00  -1.6801016323e+01 9.5224623830e-02 -1.6817124503e+01 -1.6825604452e+01 2.9913802004e+02 2.1932384791e-01 1.8467163529e-05 5.7681609543e-05 2.5639187686e-02 7.2829596419e-01 1.0000000000e+00 1.3730681607e+00 1.0000000000e+00 1.3730681607e+00 1.9396185671e-03  4.6491084426e+02 1.6870500806e+01  3.8113112915e+00
  1.0008131416e-01 -1.3866780099e-04 1.1613937085e+00 7.6153806956e+01 9.2925294270e-03 1.0009715421e+05 2.1394606933e+01 4.3078734174e+05  7.6500000000e-01  2.3500000000e-01  -3.3721903787e-01 1.4526715374e+00  2.9205641185e-03 2.9446809935e-02 -4.2887553312e-04 -2.4916885854e-03  -8.5230983724e-01 3.6715787144e+00  -1.6555919329e+01 9.1972561715e-02 -1.6566380786e+01 -1.6572823664e+01 2.9913857376e+02 2.1933347328e-01 1.8467190007e-05 5.7679415065e-05 2.5639225587e-02 7.2829595126e-01 1.0000000000e+00 1.3730681851e+00 1.0000000000e+00 1.3730681851e+00 1.9405658892e-03  4.6513103070e+02 1.6870035244e+01  3.8112570127e+00
  1.0011749471e-01 -1.3866780099e-04 1.1613907738e+00 7.6157421304e+01 6.4111579730e-03 1.0009698032e+05 2.1039218214e+01 4.2523301555e+05  7.6500000000e-01  2.3500000000e-01  -3.8455939274e-01 1.4317318946e+00  2.1447587236e-03 2.8744015515e-02 -2.9788278387e-04 -1.8468759397e-03  -9.6829728991e-01 3.6050143088e+00  -1.6283162376e+01 8.9439085244e-02 -1.6290762832e+01 -1.6295582636e+01 2.9913881003e+02 2.1934409757e-01 1.8467201304e-05 5.7462033821e-05 2.5639241758e-02 7.2829594574e-01 1.0000000000e-00 1.3730681955e+00 1.0000000000e-00 1.3730681955e+00 1.9424183338e-03  4.6554510689e+02 1.6867929327e+01  3.8110239373e+00
  1.0017179115e-01 -1.3866780099e-04 1.1613926033e+00 7.6160898953e+01 4.6161072156e-03 1.0009745162e+05 2.0442078850e+01 4.1376206988e+05  7.6500000000e-01  2.3500000000e-01  -3.4790497873e-01 1.4277885854e+00  1.2984141498e-03 2.8025597581e-02 4.5310552254e-06 -1.3029452050e-03  -8.7473663471e-01 3.5898853382e+00  -1.5823485183e+01 8.7077546442e-02 -1.5827505371e+01 -1.5831567793e+01 2.9913974725e+02 2.1935427823e-01 1.8467246120e-05 5.7379061305e-05 2.5639305909e-02 7.2829592385e-01 1.0000000000e+00 1.3730682368e+00 1.0000000000e+00 1.3730682368e+00 1.9464573399e-03  4.6642639420e+02 1.6861711634e+01  3.8103184778e+00
  1.0024420349e-01 -1.3866780099e-04 1.1613911217e+00 7.6164669879e+01 3.2526745246e-03 1.0009759510e+05 1.9795701911e+01 4.0454811993e+05  7.6500000000e-01  2.3500000000e-01  -3.9173735633e-01 1.4074246293e+00  9.0307219060e-04 2.7427354055e-02 9.0517219860e-05 -9.9358941046e-04  -9.7552076466e-01 3.5048277333e+00  -1.5324255900e+01 8.4403427725e-02 -1.5326756412e+01 -1.5330092582e+01 2.9914055768e+02 2.1936539174e-01 1.8467284873e-05 5.6830204652e-05 2.5639361380e-02 7.2829590493e-01 1.0000000000e+00 1.3730682724e+00 1.0000000000e+00 1.3730682724e+00 1.9541799610e-03  4.6809463051e+02 1.6848676242e+01  3.8088477889e+00
  1.0035284700e-01 -1.3866780099e-04 1.1613973722e+00 7.6168575063e+01 3.5057941569e-03 1.0009865985e+05 1.8757608865e+01 3.8602078166e+05  7.6500000000e-01  2.3500000000e-01  -2.9145191672e-01 1.4005139300e+00  7.4047269412e-04 2.6916098670e-02 2.0976759993e-04 -9.5024029405e-04  -7.2073409139e-01 3.4633436148e+00  -1.4521095600e+01 8.2253601792e-02 -1.4522717396e+01 -1.4526262294e+01 2.9914212968e+02 2.1937694689e-01 1.8467360041e-05 5.6434882990e-05 2.5639468977e-02 7.2829586822e-01 1.0000000000e+00 1.3730683416e+00 1.0000000000e+00 1.3730683416e+00 1.9707067223e-03  4.7164368857e+02 1.6819490402e+01  3.8055372067e+00
  1.0049772170e-01 -1.3866780099e-04 1.1613975459e+00 7.6173905537e+01 2.8276332451e-03 1.0009917103e+05 1.7671670520e+01 3.7011220496e+05  7.6500000000e-01  2.3500000000e-01  -3.2755890915e-01 1.4048887891e+00  6.4898805222e-04 2.6243136746e-02 2.2909466253e-04 -8.7808271474e-04  -7.9592720859e-01 3.4137041645e+00  -1.3680607769e+01 7.8801477872e-02 -1.3681868603e+01 -1.3685193175e+01 2.9914361261e+02 2.1939268007e-01 1.8467430951e-05 5.5453007220e-05 2.5639570479e-02 7.2829583359e-01 1.0000000000e-00 1.3730684069e+00 1.0000000000e-00 1.3730684069e+00 2.0017269713e-03  4.7828452462e+02 1.6764670480e+01  3.7993301496e+00
  1.0071497869e-01 -1.3866780099e-04 1.1614144216e+00 7.6180438831e+01 4.1722781799e-03 1.0010147395e+05 1.6053954641e+01 3.4296505664e+05  7.6500000000e-01  2.3500000000e-01  -2.3814206901e-01 1.3643669799e+00  1.2361129380e-03 2.5432132152e-02 -1.2199300160e-04 -1.1141199364e-03  -5.6729824565e-01 3.2501732994e+00  -1.2426557412e+01 7.4867409954e-02 -1.2430555420e+01 -1.2433476055e+01 2.9914614809e+02 2.1941194534e-01 1.8467552190e-05 5.4364997490e-05 2.5639744022e-02 7.2829577439e-01 1.0000000000e+00 1.3730685185e+00 1.0000000000e+00 1.3730685185e+00 2.0664894170e-03  4.9210031540e+02 1.6652228223e+01  3.7865399709e+00
  1.0100461799e-01 -1.3866780099e-04 1.1614238839e+00 7.6198732710e+01 7.0037963805e-03 1.0010304184e+05 1.4456669496e+01 3.1606585854e+05  7.6500000000e-01  2.3500000000e-01  -5.9355886170e-01 1.2870621485e+00  8.4879880716e-03 2.3029572466e-02 -4.3064419476e-03 -4.1815461240e-03  -1.3816517737e+00 2.9959483635e+00  -1.1169131501e+01 6.6245354992e-02 -1.1205935118e+01 -1.1205575851e+01 2.9914839638e+02 2.1946517095e-01 1.8467659696e-05 5.3122856459e-05 2.5639897908e-02 7.2829572190e-01 1.0000000000e+00 1.3730686175e+00 1.0000000000e+00 1.3730686175e+00 2.1836760924e-03  5.1703437138e+02 1.6462483325e+01  3.7648898399e+00
